Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
DNP2,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,95.3635,-334.4845,-90.0,top
DNP3,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,137.589,-334.74825,-90.0,top
DNP4,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,123.589,-334.49825,-90.0,top
DNP5,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,165.753,-334.7775,-90.0,top
DNP6,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,151.753,-334.5275,-90.0,top
DNP7,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,194.044173,-334.769529,-90.0,top
DNP8,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,180.044173,-334.519529,-90.0,top
DNP9,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,222.203,-334.7775,-90.0,top
DNP10,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,208.203,-334.5275,-90.0,top
DNP11,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,250.353,-334.7775,-90.0,top
DNP12,Power_Resistor,R_Axial_Power_L50.0mm_W9.0mm_P55.88mm,236.353,-334.5275,-90.0,top
FB1,5A/120Ohm,C_0805_2012Metric,105.9885,-282.0345,-90.0,top
FB2,5A/120Ohm,C_0805_2012Metric,102.9885,-282.0345,-90.0,top
FB3,5A/120Ohm,C_0805_2012Metric,97.7885,-282.0345,-90.0,top
