Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
FB4,5A/120Ohm,C_0805_2012Metric,94.9885,-282.0345,-90.0,top
FB5,5A/120Ohm,C_0805_2012Metric,123.214,-282.04825,-90.0,top
FB6,5A/120Ohm,C_0805_2012Metric,126.014,-282.04825,-90.0,top
FB7,5A/120Ohm,C_0805_2012Metric,131.214,-282.04825,-90.0,top
FB8,5A/120Ohm,C_0805_2012Metric,134.214,-282.04825,-90.0,top
FB9,5A/120Ohm,C_0805_2012Metric,151.378,-282.0775,-90.0,top
FB10,5A/120Ohm,C_0805_2012Metric,154.178,-282.0775,-90.0,top
FB11,5A/120Ohm,C_0805_2012Metric,159.378,-282.0775,-90.0,top
FB12,5A/120Ohm,C_0805_2012Metric,162.378,-282.0775,-90.0,top
FB13,5A/120Ohm,C_0805_2012Metric,179.669173,-282.069529,-90.0,top
FB14,5A/120Ohm,C_0805_2012Metric,182.469173,-282.069529,-90.0,top
FB15,5A/120Ohm,C_0805_2012Metric,187.669173,-282.069529,-90.0,top
FB16,5A/120Ohm,C_0805_2012Metric,190.669173,-282.069529,-90.0,top
FB17,5A/120Ohm,C_0805_2012Metric,207.828,-282.0775,-90.0,top
FB18,5A/120Ohm,C_0805_2012Metric,210.628,-282.0775,-90.0,top
FB19,5A/120Ohm,C_0805_2012Metric,215.828,-282.0775,-90.0,top
FB20,5A/120Ohm,C_0805_2012Metric,218.828,-282.0775,-90.0,top
FB21,5A/120Ohm,C_0805_2012Metric,235.978,-282.0775,-90.0,top
FB22,5A/120Ohm,C_0805_2012Metric,238.778,-282.0775,-90.0,top
FB23,5A/120Ohm,C_0805_2012Metric,243.978,-282.0775,-90.0,top
FB24,5A/120Ohm,C_0805_2012Metric,246.978,-282.0775,-90.0,top
J1,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,111.9885,-282.0095,180.0,top
J2,Conn_01x01_Female,TerminalBlock_Keystone_7797,80.5,-207.5145,90.0,top
J3,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,93.560005,-46.8475,180.0,top
J4,Conn_01x01_Female,TerminalBlock_Keystone_7797,80.5,-265.8645,90.0,top
J5,Conn_01x12_Female,PinHeader_1x12_P2.54mm_Vertical,78.5135,-167.325,180.0,top
J6,Conn_01x01_Female,TerminalBlock_Keystone_7797,80.5,-226.936722,90.0,top
J7,Conn_01x01_Female,TerminalBlock_Keystone_7797,263.5,-207.17,-90.0,top
J8,Conn_01x01_Female,TerminalBlock_Keystone_7797,80.5,-246.66704,90.0,top
J9,Conn_01x01_Female,TerminalBlock_Keystone_7797,263.6,-265.52,-90.0,top
J10,Conn_01x01_Female,TerminalBlock_Keystone_7797,263.6,-226.62,-90.0,top
J11,Conn_01x01_Female,TerminalBlock_Keystone_7797,263.5,-246.07,-90.0,top
J12,Conn_01x01_Female,TerminalBlock_Keystone_7797,107.1135,-382.9645,90.0,top
J13,Conn_01x01_Female,TerminalBlock_Keystone_7797,111.6135,-371.2145,90.0,top
J14,Conn_01x01_Female,TerminalBlock_Keystone_7797,97.6135,-371.2145,90.0,top
J15,Conn_01x01_Female,TerminalBlock_Keystone_7797,93.1135,-382.9645,90.0,top
J16,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,109.2605,-99.6495,0.0,top
J17,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,107.610005,-46.8475,180.0,top
J18,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,109.212,-217.4875,0.0,top
J19,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,123.347,-99.644264,0.0,top
J20,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,121.696505,-46.842264,180.0,top
J21,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,123.2985,-217.482264,0.0,top
J22,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,137.497,-99.615,0.0,top
J23,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,135.846505,-46.813,180.0,top
J24,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,137.4485,-217.453,0.0,top
J25,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,165.697,-99.615736,0.0,top
J26,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,164.046505,-46.813736,180.0,top
J27,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,165.6485,-217.453736,0.0,top
J28,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,151.597,-99.615736,0.0,top
J29,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,149.946505,-46.813736,180.0,top
J30,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,151.5485,-217.453736,0.0,top
J31,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,179.797,-99.615736,0.0,top
J32,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,178.146505,-46.813736,180.0,top
J33,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,179.7485,-217.453736,0.0,top
J34,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,193.846999,-99.615736,0.0,top
J35,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,192.196504,-46.813736,180.0,top
J36,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,193.7985,-217.453736,0.0,top
J37,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,207.947,-99.615736,0.0,top
J38,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,206.296505,-46.813736,180.0,top
J39,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,207.8985,-217.453736,0.0,top
J40,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,222.047,-99.615736,0.0,top
J41,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,220.396505,-46.813736,180.0,top
J42,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,221.9985,-217.453736,0.0,top
J43,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,236.147,-99.665736,0.0,top
J44,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,234.496505,-46.863736,180.0,top
J45,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,236.0985,-217.503736,0.0,top
J46,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,250.247,-99.665,0.0,top
J47,Conn_01x03_Male,JST_XH_S3B-XH-A_1x03_P2.50mm_Horizontal,248.596505,-46.863,180.0,top
J48,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,250.1985,-217.503,0.0,top
J49,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,140.214,-282.02325,180.0,top
J50,Conn_01x01_Female,TerminalBlock_Keystone_7797,135.339,-382.97825,90.0,top
J51,Conn_01x01_Female,TerminalBlock_Keystone_7797,139.839,-371.22825,90.0,top
J52,Conn_01x01_Female,TerminalBlock_Keystone_7797,125.839,-371.22825,90.0,top
J53,Conn_01x01_Female,TerminalBlock_Keystone_7797,121.339,-382.97825,90.0,top
J54,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,168.378,-282.0525,180.0,top
J55,Conn_01x01_Female,TerminalBlock_Keystone_7797,163.503,-383.0075,90.0,top
J56,Conn_01x01_Female,TerminalBlock_Keystone_7797,168.003,-371.2575,90.0,top
J57,Conn_01x01_Female,TerminalBlock_Keystone_7797,154.003,-371.2575,90.0,top
J58,Conn_01x01_Female,TerminalBlock_Keystone_7797,149.503,-383.0075,90.0,top
J59,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,196.669173,-282.044529,180.0,top
J60,Conn_01x01_Female,TerminalBlock_Keystone_7797,191.794173,-382.999529,90.0,top
J61,Conn_01x01_Female,TerminalBlock_Keystone_7797,196.294173,-371.249529,90.0,top
J62,Conn_01x01_Female,TerminalBlock_Keystone_7797,182.294173,-371.249529,90.0,top
J63,Conn_01x01_Female,TerminalBlock_Keystone_7797,177.794173,-382.999529,90.0,top
J64,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,224.828,-282.0525,180.0,top
J65,Conn_01x01_Female,TerminalBlock_Keystone_7797,219.953,-383.0075,90.0,top
J66,Conn_01x01_Female,TerminalBlock_Keystone_7797,224.453,-371.2575,90.0,top
J67,Conn_01x01_Female,TerminalBlock_Keystone_7797,210.453,-371.2575,90.0,top
J68,Conn_01x01_Female,TerminalBlock_Keystone_7797,205.953,-383.0075,90.0,top
J69,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,252.978,-282.0525,180.0,top
J70,Conn_01x01_Female,TerminalBlock_Keystone_7797,248.103,-383.0075,90.0,top
J71,Conn_01x01_Female,TerminalBlock_Keystone_7797,252.603,-371.2575,90.0,top
J72,Conn_01x01_Female,TerminalBlock_Keystone_7797,238.603,-371.2575,90.0,top
J73,Conn_01x01_Female,TerminalBlock_Keystone_7797,234.103,-383.0075,90.0,top
J74,Conn_01x12_Female,PinHeader_1x12_P2.54mm_Vertical,82.5635,-167.325,180.0,top
J200,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,95.162,-217.4875,0.0,top
J201,AudioJack2_SwitchT,Jack_3.5mm_QingPu_WQP-PJ301M-12_Vertical,95.2105,-99.6495,0.0,top
JA1_in1,AudioJack3,Jack_3.5mm_QingPu_WQP-PJ366ST_Vertical,81.7135,-99.6495,0.0,top
JA2_out1,AudioJack3,Jack_3.5mm_QingPu_WQP-PJ366ST_Vertical,264.25,-99.665,0.0,top
R1,10k,R_0603_1608Metric,100.660005,-46.0975,-90.0,top
R2,1k,R_0603_1608Metric,95.891005,-56.4845,180.0,top
R3,510,R_0603_1608Metric,111.7605,-85.7345,0.0,top
R4,100k,R_0603_1608Metric,90.060005,-63.9845,90.0,top
R5,100k,R_0603_1608Metric,94.9605,-116.4845,180.0,top
R6,10k,R_0603_1608Metric,91.1135,-116.4845,0.0,top
R7,100k,R_0603_1608Metric,94.3635,-134.2345,0.0,top
R8,100k,R_0603_1608Metric,100.1135,-129.4845,-90.0,top
R9,100k,R_0603_1608Metric,98.1135,-129.4845,90.0,top
R10,100k,R_0603_1608Metric,90.052,-145.7445,-90.0,top
R11,10k,R_0603_1608Metric,90.052,-149.5545,90.0,top
R12,20k,R_0603_1608Metric,98.1135,-152.5345,0.0,top
R13,100k,R_0603_1608Metric,91.3225,-165.5225,0.0,top
R14,100k,R_0603_1608Metric,95.7135,-174.3225,180.0,top
R15,ADJ,R_0603_1608Metric,99.3135,-180.0345,90.0,top
R16,470k,R_0603_1608Metric,99.3135,-175.6345,90.0,top
R17,100k,R_0603_1608Metric,99.6135,-189.7345,90.0,top
R18,470k,R_0603_1608Metric,90.289486,-233.4845,180.0,top
R19,470k,R_0603_1608Metric,90.289486,-235.7345,0.0,top
R20,100k,R_0603_1608Metric,94.789486,-228.602514,0.0,top
R21,100k,R_0603_1608Metric,91.539486,-228.602514,0.0,top
R22,100k,R_0603_1608Metric,91.4605,-251.7345,180.0,top
R23,2k,R_0603_1608Metric,98.99745,-240.965278,0.0,top
R24,430,R_0603_1608Metric,93.2105,-85.7345,180.0,top
R25,510,R_0603_1608Metric,97.7105,-85.7345,0.0,top
R26,0,R_0603_1608Metric,93.2105,-83.7345,0.0,top
R27,0,R_0603_1608Metric,97.7105,-83.7345,180.0,top
R28,10k,R_0603_1608Metric,106.7885,-268.4675,-90.0,top
R29,10k,R_0603_1608Metric,99.1885,-267.5345,0.0,top
R30,10k,R_0603_1608Metric,115.2885,-279.1845,-90.0,top
R31,430,R_0603_1608Metric,107.2605,-85.7345,180.0,top
R32,0,R_0603_1608Metric,111.7605,-83.7345,180.0,top
R33,0,R_0603_1608Metric,107.2605,-83.7345,0.0,top
R34,100k,R_0603_1608Metric,105.5105,-252.4845,180.0,top
R35,100k,R_0603_1608Metric,105.589486,-228.602514,0.0,top
R36,2k,R_0603_1608Metric,113.04745,-240.965278,0.0,top
R37,470k,R_0603_1608Metric,104.339486,-235.7345,0.0,top
R38,100k,R_0603_1608Metric,108.839486,-228.602514,0.0,top
R39,470k,R_0603_1608Metric,104.339486,-233.4845,180.0,top
R40,10k,R_0603_1608Metric,114.710005,-46.0975,-90.0,top
R41,100k,R_0603_1608Metric,109.0105,-116.4845,180.0,top
R42,10k,R_0603_1608Metric,105.1635,-116.4845,0.0,top
R43,100k,R_0603_1608Metric,114.1635,-129.4845,-90.0,top
R44,100k,R_0603_1608Metric,112.1635,-129.4845,90.0,top
R45,100k,R_0603_1608Metric,113.6635,-189.7345,90.0,top
R46,470k,R_0603_1608Metric,113.3635,-175.6345,90.0,top
R47,1k,R_0603_1608Metric,109.941005,-56.4845,180.0,top
R48,100k,R_0603_1608Metric,108.4135,-134.2345,0.0,top
R49,ADJ,R_0603_1608Metric,113.3635,-180.0345,90.0,top
R50,100k,R_0603_1608Metric,104.110005,-63.9845,90.0,top
R51,10k,R_0603_1608Metric,104.102,-149.5545,90.0,top
R52,100k,R_0603_1608Metric,104.102,-145.7445,-90.0,top
R53,20k,R_0603_1608Metric,112.1635,-152.5345,0.0,top
R54,100k,R_0603_1608Metric,109.7635,-174.3225,180.0,top
R55,100k,R_0603_1608Metric,105.3725,-165.5225,0.0,top
R56,510,R_0603_1608Metric,125.847,-85.729264,0.0,top
R57,430,R_0603_1608Metric,121.347,-85.729264,180.0,top
R58,0,R_0603_1608Metric,125.847,-83.729264,180.0,top
R59,0,R_0603_1608Metric,121.347,-83.729264,0.0,top
R60,100k,R_0603_1608Metric,119.597,-252.479264,180.0,top
R61,100k,R_0603_1608Metric,119.675986,-228.597278,0.0,top
R62,2k,R_0603_1608Metric,127.13395,-240.960042,0.0,top
R63,470k,R_0603_1608Metric,118.425986,-235.729264,0.0,top
R64,100k,R_0603_1608Metric,122.925986,-228.597278,0.0,top
R65,470k,R_0603_1608Metric,118.425986,-233.479264,180.0,top
R66,10k,R_0603_1608Metric,128.796505,-46.092264,-90.0,top
R67,100k,R_0603_1608Metric,123.097,-116.479264,180.0,top
R68,10k,R_0603_1608Metric,119.25,-116.479264,0.0,top
R69,100k,R_0603_1608Metric,128.25,-129.479264,-90.0,top
R70,100k,R_0603_1608Metric,127.75,-189.729264,90.0,top
R71,470k,R_0603_1608Metric,127.45,-175.629264,90.0,top
R72,1k,R_0603_1608Metric,124.027505,-56.479264,180.0,top
R73,100k,R_0603_1608Metric,122.5,-134.229264,0.0,top
R74,ADJ,R_0603_1608Metric,127.45,-180.029264,90.0,top
R75,100k,R_0603_1608Metric,118.196505,-63.979264,90.0,top
R76,10k,R_0603_1608Metric,118.1885,-149.549264,90.0,top
R77,100k,R_0603_1608Metric,118.1885,-145.739264,-90.0,top
R78,20k,R_0603_1608Metric,126.25,-152.529264,0.0,top
R79,100k,R_0603_1608Metric,123.85,-174.317264,180.0,top
R80,100k,R_0603_1608Metric,119.459,-165.517264,0.0,top
R81,510,R_0603_1608Metric,139.997,-85.7,0.0,top
R82,430,R_0603_1608Metric,135.497,-85.7,180.0,top
R83,0,R_0603_1608Metric,139.997,-83.7,180.0,top
R84,0,R_0603_1608Metric,135.497,-83.7,0.0,top
R85,100k,R_0603_1608Metric,133.747,-252.45,180.0,top
R86,100k,R_0603_1608Metric,133.825986,-228.568014,0.0,top
R87,2k,R_0603_1608Metric,141.28395,-240.930778,0.0,top
R88,470k,R_0603_1608Metric,132.575986,-235.7,0.0,top
R89,100k,R_0603_1608Metric,137.075986,-228.568014,0.0,top
R90,470k,R_0603_1608Metric,132.575986,-233.45,180.0,top
R91,10k,R_0603_1608Metric,142.946505,-46.063,-90.0,top
R92,100k,R_0603_1608Metric,137.247,-116.45,180.0,top
R93,10k,R_0603_1608Metric,133.4,-116.45,0.0,top
R94,100k,R_0603_1608Metric,142.4,-129.45,-90.0,top
R95,100k,R_0603_1608Metric,140.4,-129.45,90.0,top
R96,100k,R_0603_1608Metric,141.9,-189.7,90.0,top
R97,470k,R_0603_1608Metric,141.6,-175.6,90.0,top
R98,1k,R_0603_1608Metric,138.177505,-56.45,180.0,top
R99,100k,R_0603_1608Metric,136.65,-134.2,0.0,top
R100,ADJ,R_0603_1608Metric,141.6,-180.0,90.0,top
R101,100k,R_0603_1608Metric,132.346505,-63.95,90.0,top
R102,10k,R_0603_1608Metric,132.3385,-149.52,90.0,top
R103,100k,R_0603_1608Metric,132.3385,-145.71,-90.0,top
R104,20k,R_0603_1608Metric,140.4,-152.5,0.0,top
R105,100k,R_0603_1608Metric,138.0,-174.288,180.0,top
R106,100k,R_0603_1608Metric,133.609,-165.488,0.0,top
R107,510,R_0603_1608Metric,168.197,-85.700736,0.0,top
R108,430,R_0603_1608Metric,163.697,-85.700736,180.0,top
R109,0,R_0603_1608Metric,168.197,-83.700736,180.0,top
R110,0,R_0603_1608Metric,163.697,-83.700736,0.0,top
R111,100k,R_0603_1608Metric,161.947,-252.450736,180.0,top
R112,100k,R_0603_1608Metric,162.025986,-228.56875,0.0,top
R113,2k,R_0603_1608Metric,169.48395,-240.931514,0.0,top
R114,470k,R_0603_1608Metric,160.775986,-235.700736,0.0,top
R115,100k,R_0603_1608Metric,165.275986,-228.56875,0.0,top
R116,470k,R_0603_1608Metric,160.775986,-233.450736,180.0,top
R117,10k,R_0603_1608Metric,171.146505,-46.063736,-90.0,top
R118,100k,R_0603_1608Metric,165.447,-116.450736,180.0,top
R119,10k,R_0603_1608Metric,161.6,-116.450736,0.0,top
R120,100k,R_0603_1608Metric,170.6,-129.450736,-90.0,top
R121,100k,R_0603_1608Metric,168.6,-129.450736,90.0,top
R122,100k,R_0603_1608Metric,170.1,-189.700736,90.0,top
R123,470k,R_0603_1608Metric,169.8,-175.600736,90.0,top
R124,1k,R_0603_1608Metric,166.377505,-56.450736,180.0,top
R125,100k,R_0603_1608Metric,164.85,-134.200736,0.0,top
R126,ADJ,R_0603_1608Metric,169.8,-180.000736,90.0,top
R127,100k,R_0603_1608Metric,160.546505,-63.950736,90.0,top
R128,10k,R_0603_1608Metric,160.5385,-149.520736,90.0,top
R129,100k,R_0603_1608Metric,160.5385,-145.710736,-90.0,top
R130,20k,R_0603_1608Metric,168.6,-152.500736,0.0,top
R131,100k,R_0603_1608Metric,166.2,-174.288736,180.0,top
R132,100k,R_0603_1608Metric,161.809,-165.488736,0.0,top
R133,510,R_0603_1608Metric,154.097,-85.700736,0.0,top
R134,430,R_0603_1608Metric,149.597,-85.700736,180.0,top
R135,0,R_0603_1608Metric,154.097,-83.700736,180.0,top
R136,0,R_0603_1608Metric,149.597,-83.700736,0.0,top
R137,100k,R_0603_1608Metric,147.847,-252.450736,180.0,top
R138,100k,R_0603_1608Metric,147.925986,-228.56875,0.0,top
R139,2k,R_0603_1608Metric,155.38395,-240.931514,0.0,top
R140,470k,R_0603_1608Metric,146.675986,-235.700736,0.0,top
R141,100k,R_0603_1608Metric,151.175986,-228.56875,0.0,top
R142,470k,R_0603_1608Metric,146.675986,-233.450736,180.0,top
R143,10k,R_0603_1608Metric,157.046505,-46.063736,-90.0,top
R144,100k,R_0603_1608Metric,151.347,-116.450736,180.0,top
R145,10k,R_0603_1608Metric,147.5,-116.450736,0.0,top
R146,100k,R_0603_1608Metric,156.5,-129.450736,-90.0,top
R147,100k,R_0603_1608Metric,154.5,-129.450736,90.0,top
R148,100k,R_0603_1608Metric,156.0,-189.700736,90.0,top
R149,470k,R_0603_1608Metric,155.7,-175.600736,90.0,top
R150,1k,R_0603_1608Metric,152.277505,-56.450736,180.0,top
R151,100k,R_0603_1608Metric,150.75,-134.200736,0.0,top
R152,ADJ,R_0603_1608Metric,155.7,-180.000736,90.0,top
R153,100k,R_0603_1608Metric,146.446505,-63.950736,90.0,top
R154,10k,R_0603_1608Metric,146.4385,-149.520736,90.0,top
R155,100k,R_0603_1608Metric,146.4385,-145.710736,-90.0,top
R156,20k,R_0603_1608Metric,154.5,-152.500736,0.0,top
R157,100k,R_0603_1608Metric,152.1,-174.288736,180.0,top
R158,100k,R_0603_1608Metric,147.709,-165.488736,0.0,top
R159,510,R_0603_1608Metric,182.297,-85.700736,0.0,top
R160,430,R_0603_1608Metric,177.797,-85.700736,180.0,top
R161,0,R_0603_1608Metric,182.297,-83.700736,180.0,top
R162,0,R_0603_1608Metric,177.797,-83.700736,0.0,top
R163,100k,R_0603_1608Metric,176.047,-252.450736,180.0,top
R164,100k,R_0603_1608Metric,176.125986,-228.56875,0.0,top
R165,2k,R_0603_1608Metric,183.58395,-240.931514,0.0,top
R166,470k,R_0603_1608Metric,174.875986,-235.700736,0.0,top
R167,100k,R_0603_1608Metric,179.375986,-228.56875,0.0,top
R168,470k,R_0603_1608Metric,174.875986,-233.450736,180.0,top
R169,10k,R_0603_1608Metric,185.246505,-46.063736,-90.0,top
R170,100k,R_0603_1608Metric,179.547,-116.450736,180.0,top
R171,10k,R_0603_1608Metric,175.7,-116.450736,0.0,top
R172,100k,R_0603_1608Metric,184.7,-129.450736,-90.0,top
R173,100k,R_0603_1608Metric,182.7,-129.450736,90.0,top
R174,100k,R_0603_1608Metric,184.2,-189.700736,90.0,top
R175,470k,R_0603_1608Metric,183.9,-175.600736,90.0,top
R176,1k,R_0603_1608Metric,180.477505,-56.450736,180.0,top
R177,100k,R_0603_1608Metric,178.95,-134.200736,0.0,top
R178,ADJ,R_0603_1608Metric,183.9,-180.000736,90.0,top
R179,100k,R_0603_1608Metric,174.646505,-63.950736,90.0,top
R180,10k,R_0603_1608Metric,174.6385,-149.520736,90.0,top
R181,100k,R_0603_1608Metric,174.6385,-145.710736,-90.0,top
R182,20k,R_0603_1608Metric,182.7,-152.500736,0.0,top
R183,100k,R_0603_1608Metric,180.3,-174.288736,180.0,top
R184,100k,R_0603_1608Metric,175.909,-165.488736,0.0,top
R185,510,R_0603_1608Metric,196.346999,-85.700736,0.0,top
R186,430,R_0603_1608Metric,191.846999,-85.700736,180.0,top
R187,0,R_0603_1608Metric,196.346999,-83.700736,180.0,top
R188,0,R_0603_1608Metric,191.846999,-83.700736,0.0,top
R189,100k,R_0603_1608Metric,190.097,-252.450736,180.0,top
R190,100k,R_0603_1608Metric,190.175986,-228.56875,0.0,top
R191,2k,R_0603_1608Metric,197.63395,-240.931514,0.0,top
R192,470k,R_0603_1608Metric,188.925986,-235.700736,0.0,top
R193,100k,R_0603_1608Metric,193.425986,-228.56875,0.0,top
R194,470k,R_0603_1608Metric,188.925986,-233.450736,180.0,top
R195,10k,R_0603_1608Metric,199.296504,-46.063736,-90.0,top
R196,100k,R_0603_1608Metric,193.597,-116.450736,180.0,top
R197,10k,R_0603_1608Metric,189.75,-116.450736,0.0,top
R198,100k,R_0603_1608Metric,198.75,-129.450736,-90.0,top
R199,100k,R_0603_1608Metric,196.75,-129.450736,90.0,top
R200,100k,R_0603_1608Metric,198.25,-189.700736,90.0,top
R201,470k,R_0603_1608Metric,197.95,-175.600736,90.0,top
R202,1k,R_0603_1608Metric,194.527504,-56.450736,180.0,top
R203,100k,R_0603_1608Metric,193.0,-134.200736,0.0,top
R204,ADJ,R_0603_1608Metric,197.95,-180.000736,90.0,top
R205,100k,R_0603_1608Metric,188.696504,-63.950736,90.0,top
R206,10k,R_0603_1608Metric,188.6885,-149.520736,90.0,top
R207,100k,R_0603_1608Metric,188.6885,-145.710736,-90.0,top
R208,20k,R_0603_1608Metric,196.75,-152.500736,0.0,top
R209,100k,R_0603_1608Metric,194.35,-174.288736,180.0,top
R210,100k,R_0603_1608Metric,189.959,-165.488736,0.0,top
R211,510,R_0603_1608Metric,210.447,-85.700736,0.0,top
R212,430,R_0603_1608Metric,205.947,-85.700736,180.0,top
R213,0,R_0603_1608Metric,210.447,-83.700736,180.0,top
R214,0,R_0603_1608Metric,205.947,-83.700736,0.0,top
R215,100k,R_0603_1608Metric,204.197,-252.450736,180.0,top
R216,100k,R_0603_1608Metric,204.275986,-228.56875,0.0,top
R217,2k,R_0603_1608Metric,211.73395,-240.931514,0.0,top
R218,470k,R_0603_1608Metric,203.025986,-235.700736,0.0,top
R219,100k,R_0603_1608Metric,207.525986,-228.56875,0.0,top
R220,470k,R_0603_1608Metric,203.025986,-233.450736,180.0,top
R221,10k,R_0603_1608Metric,213.396505,-46.063736,-90.0,top
R222,100k,R_0603_1608Metric,207.697,-116.450736,180.0,top
R223,10k,R_0603_1608Metric,203.85,-116.450736,0.0,top
R224,100k,R_0603_1608Metric,212.85,-129.450736,-90.0,top
R225,100k,R_0603_1608Metric,210.85,-129.450736,90.0,top
R226,100k,R_0603_1608Metric,212.35,-189.700736,90.0,top
R227,470k,R_0603_1608Metric,212.05,-175.600736,90.0,top
R228,1k,R_0603_1608Metric,208.627505,-56.450736,180.0,top
R229,100k,R_0603_1608Metric,207.1,-134.200736,0.0,top
R230,ADJ,R_0603_1608Metric,212.05,-180.000736,90.0,top
R231,100k,R_0603_1608Metric,202.796505,-63.950736,90.0,top
R232,10k,R_0603_1608Metric,202.7885,-149.520736,90.0,top
R233,100k,R_0603_1608Metric,202.7885,-145.710736,-90.0,top
R234,20k,R_0603_1608Metric,210.85,-152.500736,0.0,top
R235,100k,R_0603_1608Metric,208.45,-174.288736,180.0,top
R236,100k,R_0603_1608Metric,204.059,-165.488736,0.0,top
R237,510,R_0603_1608Metric,224.547,-85.700736,0.0,top
R238,430,R_0603_1608Metric,220.047,-85.700736,180.0,top
R239,0,R_0603_1608Metric,224.547,-83.700736,180.0,top
R240,0,R_0603_1608Metric,220.047,-83.700736,0.0,top
R241,100k,R_0603_1608Metric,218.297,-252.450736,180.0,top
R242,100k,R_0603_1608Metric,218.375986,-228.56875,0.0,top
R243,2k,R_0603_1608Metric,225.83395,-240.931514,0.0,top
R244,470k,R_0603_1608Metric,217.125986,-235.700736,0.0,top
R245,100k,R_0603_1608Metric,221.625986,-228.56875,0.0,top
R246,470k,R_0603_1608Metric,217.125986,-233.450736,180.0,top
R247,10k,R_0603_1608Metric,227.496505,-46.063736,-90.0,top
R248,100k,R_0603_1608Metric,221.797,-116.450736,180.0,top
R249,10k,R_0603_1608Metric,217.95,-116.450736,0.0,top
R250,100k,R_0603_1608Metric,226.95,-129.450736,-90.0,top
R251,100k,R_0603_1608Metric,224.95,-129.450736,90.0,top
R252,100k,R_0603_1608Metric,226.45,-189.700736,90.0,top
R253,470k,R_0603_1608Metric,226.15,-175.600736,90.0,top
R254,1k,R_0603_1608Metric,222.727505,-56.450736,180.0,top
R255,100k,R_0603_1608Metric,221.2,-134.200736,0.0,top
R256,ADJ,R_0603_1608Metric,226.15,-180.000736,90.0,top
R257,100k,R_0603_1608Metric,216.896505,-63.950736,90.0,top
R258,10k,R_0603_1608Metric,216.8885,-149.520736,90.0,top
R259,100k,R_0603_1608Metric,216.8885,-145.710736,-90.0,top
R260,20k,R_0603_1608Metric,224.95,-152.500736,0.0,top
R261,100k,R_0603_1608Metric,222.55,-174.288736,180.0,top
R262,100k,R_0603_1608Metric,218.159,-165.488736,0.0,top
